0 min;;10 min;;20 min;;30 min;;40 min;;50 min;;60 min;;90 min;;120 min;;
Long.de onda (nm);Abs;Long.de onda (nm);Abs;Long.de onda (nm);Abs;Long.de onda (nm);Abs;Long.de onda (nm);Abs;Long.de onda (nm);Abs;Long.de onda (nm);Abs;Long.de onda (nm);Abs;Long.de onda (nm);Abs;
696,993042;-0,01104103867;696,993042;-0,007584551815;696,993042;-0,008962720633;696,993042;-0,01662004739;696,993042;-0,01739179529;696,993042;-0,0176132787;696,993042;-0,01635119133;696,993042;-0,01670947857;696,993042;-0,02811649069;
695,9852295;-0,01090873033;695,9852295;-0,007897273637;695,9852295;-0,009121072479;695,9852295;-0,01724085957;695,9852295;-0,01716153882;695,9852295;-0,01757161692;695,9852295;-0,01690581627;695,9852295;-0,01790237054;695,9852295;-0,02826277353;
695,0130615;-0,01141371764;695,0130615;-0,007905153558;695,0130615;-0,009709406644;695,0130615;-0,01689261943;695,0130615;-0,01803430356;695,0130615;-0,0184428636;695,0130615;-0,01694510318;695,0130615;-0,01796531305;695,0130615;-0,0279845763;
694,0045166;-0,01081026811;694,0045166;-0,007721181959;694,0045166;-0,009704899974;694,0045166;-0,01647347771;694,0045166;-0,01747072488;694,0045166;-0,01817513444;694,0045166;-0,01671660319;694,0045166;-0,01741472445;694,0045166;-0,02797782794;
692,9957886;-0,01135067642;692,9957886;-0,007963765413;692,9957886;-0,009812218137;692,9957886;-0,01786590368;692,9957886;-0,01767899655;692,9957886;-0,01829422824;692,9957886;-0,01784279943;692,9957886;-0,0183092691;692,9957886;-0,02929713205;
691,9866333;-0,01146706846;691,9866333;-0,008084523492;691,9866333;-0,009933223017;691,9866333;-0,01744456589;691,9866333;-0,01798602566;691,9866333;-0,01826057397;691,9866333;-0,01735697687;691,9866333;-0,01840788126;691,9866333;-0,02951219305;
691,0133057;-0,01191605348;691,0133057;-0,007917405106;691,0133057;-0,009708494879;691,0133057;-0,01742929779;691,0133057;-0,01831735857;691,0133057;-0,01871370152;691,0133057;-0,01715755835;691,0133057;-0,01846276037;691,0133057;-0,02924462222;
690,003479;-0,01155555155;690,003479;-0,00837819837;690,003479;-0,01006253995;690,003479;-0,01765056327;690,003479;-0,01818010025;690,003479;-0,01815939508;690,003479;-0,01730981655;690,003479;-0,01811788417;690,003479;-0,02939187922;
688,9934082;-0,01176949963;688,9934082;-0,008242790587;688,9934082;-0,01023717877;688,9934082;-0,01788046211;688,9934082;-0,01904309168;688,9934082;-0,01933791861;688,9934082;-0,01791965961;688,9934082;-0,01863777451;688,9934082;-0,02987457998;
687,9829712;-0,01111103781;687,9829712;-0,007476325613;687,9829712;-0,009560688399;687,9829712;-0,01719562709;687,9829712;-0,01721717417;687,9829712;-0,01828469895;687,9829712;-0,01713476516;687,9829712;-0,01804587618;687,9829712;-0,0295740068;
687,0083618;-0,01091504097;687,0083618;-0,008558033034;687,0083618;-0,01018140092;687,0083618;-0,01810184494;687,0083618;-0,01824736968;687,0083618;-0,0192435775;687,0083618;-0,01795820892;687,0083618;-0,01830117777;687,0083618;-0,03069378063;
685,9973755;-0,01181837358;685,9973755;-0,008294093423;685,9973755;-0,01033728756;685,9973755;-0,01795666851;685,9973755;-0,01902292483;685,9973755;-0,01933469996;685,9973755;-0,01798741706;685,9973755;-0,01885475777;685,9973755;-0,0306114275;
684,9859009;-0,01168766245;684,9859009;-0,008299630135;684,9859009;-0,01032025088;684,9859009;-0,01836480573;684,9859009;-0,01884623058;684,9859009;-0,01925110631;684,9859009;-0,01783733442;684,9859009;-0,01900295354;684,9859009;-0,03166408837;
684,010376;-0,01118117757;684,010376;-0,008276773617;684,010376;-0,009854733013;684,010376;-0,01808903366;684,010376;-0,01914446056;684,010376;-0,01944322884;684,010376;-0,01809583604;684,010376;-0,01860756986;684,010376;-0,03055502102;
682,9983521;-0,01206925418;682,9983521;-0,008549251594;682,9983521;-0,01106612198;682,9983521;-0,01863043383;682,9983521;-0,0194118917;682,9983521;-0,01966010779;682,9983521;-0,01906940341;682,9983521;-0,01978458278;682,9983521;-0,03209835663;
681,986084;-0,01272566244;681,986084;-0,008398866281;681,986084;-0,01067011058;681,986084;-0,01893317513;681,986084;-0,01982103661;681,986084;-0,02007900551;681,986084;-0,01888033748;681,986084;-0,01965486258;681,986084;-0,03282918781;
681,0095215;-0,01226387452;681,0095215;-0,009029505774;681,0095215;-0,01101241913;681,0095215;-0,01923609897;681,0095215;-0,01961690933;681,0095215;-0,02014538832;681,0095215;-0,01920464821;681,0095215;-0,02008221857;681,0095215;-0,03267920017;
679,996582;-0,01188386511;679,996582;-0,008148955181;679,996582;-0,01071582455;679,996582;-0,01843209751;679,996582;-0,01914257929;679,996582;-0,01981223375;679,996582;-0,01864075102;679,996582;-0,01962225325;679,996582;-0,03276591375;
678,9832764;-0,0119165564;678,9832764;-0,008342039771;678,9832764;-0,0106085781;678,9832764;-0,01899140701;678,9832764;-0,01931098104;678,9832764;-0,02009576187;678,9832764;-0,01902034692;678,9832764;-0,01982830837;678,9832764;-0,03255236521;
678,0058594;-0,01204493269;678,0058594;-0,008665990084;678,0058594;-0,01084506046;678,0058594;-0,01910185628;678,0058594;-0,01992014796;678,0058594;-0,02045003697;678,0058594;-0,01901672967;678,0058594;-0,01998512261;678,0058594;-0,03354896605;
676,9919434;-0,01191489492;676,9919434;-0,008327818476;676,9919434;-0,0107531501;676,9919434;-0,01926452853;676,9919434;-0,01995416917;676,9919434;-0,02012161352;676,9919434;-0,01894165017;676,9919434;-0,01993720792;676,9919434;-0,03384263441;
676,013916;-0,01221540384;676,013916;-0,008792641573;676,013916;-0,0115412334;676,013916;-0,01934455335;676,013916;-0,02014573477;676,013916;-0,02062617801;676,013916;-0,01969355531;676,013916;-0,02063708939;676,013916;-0,03428157046;
674,9993896;-0,01199462451;674,9993896;-0,008514020592;674,9993896;-0,01131496578;674,9993896;-0,01901702769;674,9993896;-0,01989369094;674,9993896;-0,02037238888;674,9993896;-0,0192723535;674,9993896;-0,02020172961;674,9993896;-0,03473636135;
673,9845581;-0,01252219453;673,9845581;-0,008750631474;673,9845581;-0,01094896719;673,9845581;-0,01928750798;673,9845581;-0,01980901882;673,9845581;-0,02033721469;673,9845581;-0,01956217363;673,9845581;-0,02005320042;673,9845581;-0,03493503854;
673,0056152;-0,01241131779;673,0056152;-0,00843832083;673,0056152;-0,01116437558;673,0056152;-0,01924204268;673,0056152;-0,01993528008;673,0056152;-0,02081670612;673,0056152;-0,01941728778;673,0056152;-0,02017647587;673,0056152;-0,03546572849;
671,9901123;-0,01293406077;671,9901123;-0,009071134031;671,9901123;-0,01151400898;671,9901123;-0,01940099895;671,9901123;-0,02101247944;671,9901123;-0,02154635824;671,9901123;-0,01999624632;671,9901123;-0,0215433538;671,9901123;-0,0356451869;
671,0105591;-0,01224479917;671,0105591;-0,009271816351;671,0105591;-0,01110447757;671,0105591;-0,02013011463;671,0105591;-0,02061013319;671,0105591;-0,02101889066;671,0105591;-0,0194511991;671,0105591;-0,02075008117;671,0105591;-0,0363441743;
669,9944458;-0,01233126223;669,9944458;-0,009361710399;669,9944458;-0,01151073165;669,9944458;-0,01982736774;669,9944458;-0,02090932429;669,9944458;-0,02165606059;669,9944458;-0,01958439499;669,9944458;-0,0212925151;669,9944458;-0,03635879233;
669,0143433;-0,01301445812;669,0143433;-0,00884220656;669,0143433;-0,01191197336;669,0143433;-0,02027283795;669,0143433;-0,02107038535;669,0143433;-0,02123597078;669,0143433;-0,0203893315;669,0143433;-0,02103793062;669,0143433;-0,03669067845;
667,9976196;-0,01258612145;667,9976196;-0,009232893586;667,9976196;-0,01235883776;667,9976196;-0,02047176845;667,9976196;-0,02104897983;667,9976196;-0,02164773643;667,9976196;-0,02051137574;667,9976196;-0,02163699828;667,9976196;-0,03813753277;
667,0168457;-0,01305736322;667,0168457;-0,00859249942;667,0168457;-0,01159320772;667,0168457;-0,02027229406;667,0168457;-0,02084690705;667,0168457;-0,02168250829;667,0168457;-0,02042381093;667,0168457;-0,02125628106;667,0168457;-0,03772582859;
665,9995117;-0,01257556025;665,9995117;-0,009073212743;665,9995117;-0,01201683283;665,9995117;-0,02028696798;665,9995117;-0,02132741362;665,9995117;-0,02161350287;665,9995117;-0,02093867958;665,9995117;-0,02143066749;665,9995117;-0,03771875799;
664,9818115;-0,01281605102;664,9818115;-0,00905110687;664,9818115;-0,0121833384;664,9818115;-0,02051503025;664,9818115;-0,02189324982;664,9818115;-0,02196073532;664,9818115;-0,02163832821;664,9818115;-0,02150379121;664,9818115;-0,03789439052;
664,0002441;-0,0122256726;664,0002441;-0,00843903143;664,0002441;-0,01178058516;664,0002441;-0,01993147284;664,0002441;-0,02105771005;664,0002441;-0,02131385915;664,0002441;-0,02024758793;664,0002441;-0,02121245302;664,0002441;-0,03845119476;
662,9819336;-0,01220327243;662,9819336;-0,008856968023;662,9819336;-0,01199084707;662,9819336;-0,0205193758;662,9819336;-0,0218498297;662,9819336;-0,0220797807;662,9819336;-0,02058766782;662,9819336;-0,02186760306;662,9819336;-0,03880994022;
661,9996948;-0,01286169048;661,9996948;-0,009121782146;661,9996948;-0,01216204464;661,9996948;-0,02060781233;661,9996948;-0,02203042433;661,9996948;-0,02203155495;661,9996948;-0,02124094963;661,9996948;-0,02179946378;661,9996948;-0,03943403438;
661,0172119;-0,01364174671;661,0172119;-0,009810750373;661,0172119;-0,01265069284;661,0172119;-0,02126209997;661,0172119;-0,02241651155;661,0172119;-0,02260733768;661,0172119;-0,02157049812;661,0172119;-0,02271755785;661,0172119;-0,03977132961;
659,9979858;-0,0123374518;659,9979858;-0,008968146518;659,9979858;-0,0120410556;659,9979858;-0,02063763142;659,9979858;-0,02171008848;659,9979858;-0,02220469527;659,9979858;-0,02114282921;659,9979858;-0,0221648477;659,9979858;-0,04017193988;
659,0148926;-0,01315029524;659,0148926;-0,009674523026;659,0148926;-0,01235596929;659,0148926;-0,02110692859;659,0148926;-0,02204420231;659,0148926;-0,02265987173;659,0148926;-0,02144604176;659,0148926;-0,02259613201;659,0148926;-0,0405205451;
657,9950562;-0,0129031036;657,9950562;-0,009353654459;657,9950562;-0,01273772866;657,9950562;-0,02137389407;657,9950562;-0,0224246718;657,9950562;-0,02280638181;657,9950562;-0,02163123526;657,9950562;-0,02286291867;657,9950562;-0,04103343561;
657,0114136;-0,01325997896;657,0114136;-0,009562865831;657,0114136;-0,01302370243;657,0114136;-0,02166630514;657,0114136;-0,02266188525;657,0114136;-0,02313872054;657,0114136;-0,02194813453;657,0114136;-0,02247712947;657,0114136;-0,04118169472;
655,9909668;-0,0134577807;655,9909668;-0,009599429555;655,9909668;-0,01297295466;655,9909668;-0,0214982722;655,9909668;-0,02287426405;655,9909668;-0,02328875102;655,9909668;-0,02228860743;655,9909668;-0,02290775999;655,9909668;-0,04187014699;
655,0066528;-0,01386249345;655,0066528;-0,009043348953;655,0066528;-0,01270756219;655,0066528;-0,02194926701;655,0066528;-0,02289715223;655,0066528;-0,02339968085;655,0066528;-0,02190708369;655,0066528;-0,0224049557;655,0066528;-0,04192040116;
653,9856567;-0,01292436197;653,9856567;-0,009249111637;653,9856567;-0,01282258518;653,9856567;-0,02139414847;653,9856567;-0,02243170328;653,9856567;-0,0230464302;653,9856567;-0,02169452608;653,9856567;-0,02306562662;653,9856567;-0,04274193943;
653,0007935;-0,01303917635;653,0007935;-0,00989881251;653,0007935;-0,01297833119;653,0007935;-0,02136236057;653,0007935;-0,02267672494;653,0007935;-0,02355275862;653,0007935;-0,02243435755;653,0007935;-0,02319546044;653,0007935;-0,04286545888;
652,015625;-0,01294667367;652,015625;-0,009928921238;652,015625;-0,01269011479;652,015625;-0,02220484242;652,015625;-0,02293177508;652,015625;-0,0237032827;652,015625;-0,02193297446;652,015625;-0,02307505161;652,015625;-0,04302978888;
650,9936523;-0,01308047306;650,9936523;-0,009113569744;650,9936523;-0,01272194181;650,9936523;-0,02201162465;650,9936523;-0,02260625549;650,9936523;-0,02354314737;650,9936523;-0,02209621482;650,9936523;-0,023301607;650,9936523;-0,04343476146;
650,0079346;-0,01340843923;650,0079346;-0,009316410869;650,0079346;-0,01301058847;650,0079346;-0,02175608277;650,0079346;-0,0231351871;650,0079346;-0,02367852628;650,0079346;-0,02246021852;650,0079346;-0,02382111549;650,0079346;-0,04443449154;
648,9854126;-0,01331742108;648,9854126;-0,009968338534;648,9854126;-0,0130292289;648,9854126;-0,02178444527;648,9854126;-0,02355888858;648,9854126;-0,02371686138;648,9854126;-0,02298166789;648,9854126;-0,0236730352;648,9854126;-0,04426466301;
647,9990845;-0,01356116496;647,9990845;-0,009806447662;647,9990845;-0,0131838955;647,9990845;-0,02210787497;647,9990845;-0,02325528488;647,9990845;-0,02377877012;647,9990845;-0,02319325134;647,9990845;-0,02409851365;647,9990845;-0,04415631667;
647,0125122;-0,01360416692;647,0125122;-0,01000001095;647,0125122;-0,01335422229;647,0125122;-0,02238066681;647,0125122;-0,02370475233;647,0125122;-0,02451026812;647,0125122;-0,02323580161;647,0125122;-0,02437196672;647,0125122;-0,04497695342;
645,9890747;-0,0139857335;645,9890747;-0,01004797127;645,9890747;-0,01396673359;645,9890747;-0,02247201838;645,9890747;-0,0240796078;645,9890747;-0,02438557334;645,9890747;-0,02351210266;645,9890747;-0,02464837767;645,9890747;-0,04528347775;
645,0018311;-0,01431056298;645,0018311;-0,01018271595;645,0018311;-0,01386384759;645,0018311;-0,0226243902;645,0018311;-0,0241245199;645,0018311;-0,02497593872;645,0018311;-0,02384032682;645,0018311;-0,02504255623;645,0018311;-0,04590691626;
644,0144043;-0,01338675339;644,0144043;-0,009534200653;644,0144043;-0,01347564906;644,0144043;-0,02270532213;644,0144043;-0,02396762744;644,0144043;-0,02431591973;644,0144043;-0,02348458953;644,0144043;-0,02475338615;644,0144043;-0,04635007307;
642,9900513;-0,01375923119;642,9900513;-0,009655940346;642,9900513;-0,01374513656;642,9900513;-0,02294925787;642,9900513;-0,02393534034;642,9900513;-0,02450057864;642,9900513;-0,0233178474;642,9900513;-0,02456213161;642,9900513;-0,04614631087;
642,0020142;-0,01441479567;642,0020142;-0,01010654774;642,0020142;-0,01354540791;642,0020142;-0,02304849215;642,0020142;-0,02416443266;642,0020142;-0,02452250011;642,0020142;-0,0237284787;642,0020142;-0,02488921955;642,0020142;-0,0474210158;
641,0137329;-0,01426447369;641,0137329;-0,01031064522;641,0137329;-0,01416145824;641,0137329;-0,02365347371;641,0137329;-0,02475641854;641,0137329;-0,02564486489;641,0137329;-0,02412167937;641,0137329;-0,02520673163;641,0137329;-0,04770962894;
639,9884644;-0,01401380636;639,9884644;-0,01060579903;639,9884644;-0,01427890267;639,9884644;-0,02348409779;639,9884644;-0,02476947568;639,9884644;-0,02556501515;639,9884644;-0,02444680035;639,9884644;-0,02531287447;639,9884644;-0,04732859135;
638,9995728;-0,0143377129;638,9995728;-0,01071289461;638,9995728;-0,01491537411;638,9995728;-0,02367965318;638,9995728;-0,02533221617;638,9995728;-0,02539496869;638,9995728;-0,02489547804;638,9995728;-0,02603321336;638,9995728;-0,04860242829;
638,010437;-0,01409911551;638,010437;-0,01058402285;638,010437;-0,01461953111;638,010437;-0,02341532893;638,010437;-0,02541210875;638,010437;-0,02552654967;638,010437;-0,02479162812;638,010437;-0,02570161968;638,010437;-0,04873872921;
636,9842529;-0,01435263921;636,9842529;-0,01059251186;636,9842529;-0,01432764437;636,9842529;-0,02381190099;636,9842529;-0,02512377128;636,9842529;-0,02602726594;636,9842529;-0,02462343127;636,9842529;-0,02584593743;636,9842529;-0,04880554974;
635,9945068;-0,0144703323;635,9945068;-0,01084021293;635,9945068;-0,0147350505;635,9945068;-0,02417716384;635,9945068;-0,02509958483;635,9945068;-0,0261183884;635,9945068;-0,02530188486;635,9945068;-0,02604028396;635,9945068;-0,0491383709;
635,0045166;-0,01468665432;635,0045166;-0,01054501627;635,0045166;-0,01445090305;635,0045166;-0,02396390401;635,0045166;-0,02540761605;635,0045166;-0,02623790875;635,0045166;-0,02493927814;635,0045166;-0,0262215808;635,0045166;-0,04943656549;
634,0142212;-0,01434833184;634,0142212;-0,01110261027;634,0142212;-0,01489611436;634,0142212;-0,0242760703;634,0142212;-0,02553211339;634,0142212;-0,02651761472;634,0142212;-0,02485025488;634,0142212;-0,02651313506;634,0142212;-0,0502444841;
632,9869385;-0,01471948624;632,9869385;-0,0112036299;632,9869385;-0,01467549242;632,9869385;-0,0243324656;632,9869385;-0,0257632453;632,9869385;-0,02684634924;632,9869385;-0,02578876168;632,9869385;-0,02637941577;632,9869385;-0,05010136217;
631,9960938;-0,01392161101;631,9960938;-0,01082829572;631,9960938;-0,01512477454;631,9960938;-0,02405737154;631,9960938;-0,02545390464;631,9960938;-0,02625784092;631,9960938;-0,02482028119;631,9960938;-0,02621543966;631,9960938;-0,05053210631;
631,0048828;-0,01435314026;631,0048828;-0,01092342194;631,0048828;-0,01518557034;631,0048828;-0,0244307965;631,0048828;-0,02585071698;631,0048828;-0,02653739043;631,0048828;-0,02518318407;631,0048828;-0,0264734868;631,0048828;-0,05160819739;
630,0134888;-0,01440527942;630,0134888;-0,01072587539;630,0134888;-0,01528084651;630,0134888;-0,02418783866;630,0134888;-0,02597440593;630,0134888;-0,02676754817;630,0134888;-0,02533744089;630,0134888;-0,02666331828;630,0134888;-0,05184773356;
628,9850464;-0,01550780516;628,9850464;-0,01148017775;628,9850464;-0,0160573218;628,9850464;-0,02504006214;628,9850464;-0,02702025697;628,9850464;-0,02754879743;628,9850464;-0,02655852586;628,9850464;-0,02736956254;628,9850464;-0,05208387971;
627,992981;-0,01498835348;627,992981;-0,01145995874;627,992981;-0,01552858669;627,992981;-0,02477099188;627,992981;-0,02682620101;627,992981;-0,02745102346;627,992981;-0,02612501942;627,992981;-0,0275721699;627,992981;-0,05149937049;
627,0007935;-0,01504961867;627,0007935;-0,01139858831;627,0007935;-0,01588376053;627,0007935;-0,02492427081;627,0007935;-0,02681072243;627,0007935;-0,02732901834;627,0007935;-0,026429791;627,0007935;-0,02745408565;627,0007935;-0,05263792723;
626,0082397;-0,01542337146;626,0082397;-0,01179368515;626,0082397;-0,01574582979;626,0082397;-0,02545834705;626,0082397;-0,02695822343;626,0082397;-0,02782314643;626,0082397;-0,02648644336;626,0082397;-0,02739231102;626,0082397;-0,0526628308;
625,0154419;-0,01599390432;625,0154419;-0,01209714822;625,0154419;-0,01655013114;625,0154419;-0,02628430352;625,0154419;-0,0275398083;625,0154419;-0,02801428176;625,0154419;-0,02693593875;625,0154419;-0,02854782157;625,0154419;-0,05254688114;
623,9855347;-0,01551949512;623,9855347;-0,01166911609;623,9855347;-0,01620887034;623,9855347;-0,02587086335;623,9855347;-0,02735016495;623,9855347;-0,02771523409;623,9855347;-0,02675718069;623,9855347;-0,02781362832;623,9855347;-0,05331510678;
622,9921265;-0,01540293545;622,9921265;-0,0123560708;622,9921265;-0,01651355065;622,9921265;-0,02592290565;622,9921265;-0,02761914954;622,9921265;-0,02864205278;622,9921265;-0,02729095146;622,9921265;-0,02862053365;622,9921265;-0,05385638401;
621,9985352;-0,01586194895;621,9985352;-0,01241539326;621,9985352;-0,01667958684;621,9985352;-0,02620223165;621,9985352;-0,02780464478;621,9985352;-0,02876548283;621,9985352;-0,02760938555;621,9985352;-0,02846603096;621,9985352;-0,05393055826;
621,0045776;-0,01562104095;621,0045776;-0,01217614021;621,0045776;-0,01672950573;621,0045776;-0,02612960152;621,0045776;-0,0278525725;621,0045776;-0,02855160274;621,0045776;-0,0281310007;621,0045776;-0,0290158689;621,0045776;-0,05399160087;
620,010376;-0,01651654206;620,010376;-0,0128242448;620,010376;-0,01734006405;620,010376;-0,02692056261;620,010376;-0,02852692641;620,010376;-0,02951669134;620,010376;-0,02803025022;620,010376;-0,02970616519;620,010376;-0,05468287691;
619,0159302;-0,0156903062;619,0159302;-0,01227862108;619,0159302;-0,01669707336;619,0159302;-0,02666619048;619,0159302;-0,02798355743;619,0159302;-0,02890578285;619,0159302;-0,02745418251;619,0159302;-0,0292004291;619,0159302;-0,05487199873;
617,984314;-0,01559846569;617,984314;-0,01245654747;617,984314;-0,0168886371;617,984314;-0,0268023517;617,984314;-0,02847024985;617,984314;-0,02906526066;617,984314;-0,02831763402;617,984314;-0,02938854136;617,984314;-0,05527852848;
616,9893188;-0,01659717411;616,9893188;-0,01305233967;616,9893188;-0,01734996215;616,9893188;-0,02682439983;616,9893188;-0,02861869149;616,9893188;-0,02961008437;616,9893188;-0,02831317298;616,9893188;-0,02986989357;616,9893188;-0,05491000414;
615,9939575;-0,0164020434;615,9939575;-0,01296933647;615,9939575;-0,01714421995;615,9939575;-0,02710966393;615,9939575;-0,02898918465;615,9939575;-0,0297479853;615,9939575;-0,02825103328;615,9939575;-0,02995272353;615,9939575;-0,05616769567;
614,9984131;-0,01599175856;614,9984131;-0,01278030965;614,9984131;-0,0172154326;614,9984131;-0,02674875781;614,9984131;-0,0287882071;614,9984131;-0,02922448702;614,9984131;-0,02824332006;614,9984131;-0,02988211997;614,9984131;-0,05571455136;
614,0026245;-0,01625674777;614,0026245;-0,01296280418;614,0026245;-0,01746430993;614,0026245;-0,02712041326;614,0026245;-0,02877304144;614,0026245;-0,03002022393;614,0026245;-0,02854171395;614,0026245;-0,02982271835;614,0026245;-0,05605500191;
613,0065308;-0,01657918468;613,0065308;-0,01337540802;613,0065308;-0,01796104014;613,0065308;-0,0276662726;613,0065308;-0,02903436683;613,0065308;-0,03025148995;613,0065308;-0,02905606106;613,0065308;-0,03037736006;613,0065308;-0,05577356368;
612,0101318;-0,0167526193;612,0101318;-0,01356522925;612,0101318;-0,01762555912;612,0101318;-0,02735308185;612,0101318;-0,02939923294;612,0101318;-0,03029943816;612,0101318;-0,02884498797;612,0101318;-0,03036340885;612,0101318;-0,05685961246;
611,0134277;-0,01709275693;611,0134277;-0,01351966336;611,0134277;-0,01838659309;611,0134277;-0,02776817419;611,0134277;-0,02956655808;611,0134277;-0,03036867082;611,0134277;-0,02948263846;611,0134277;-0,03087102249;611,0134277;-0,05672901124;
610,0166016;-0,01734100841;610,0166016;-0,01377683599;610,0166016;-0,01848518662;610,0166016;-0,02795078978;610,0166016;-0,0298999045;610,0166016;-0,03091022372;610,0166016;-0,02983132377;610,0166016;-0,03123834915;610,0166016;-0,05687173828;
608,9824829;-0,01743969135;608,9824829;-0,01391925383;608,9824829;-0,01847541332;608,9824829;-0,02841739543;608,9824829;-0,03042582422;608,9824829;-0,03128902987;608,9824829;-0,02982948534;608,9824829;-0,03137982637;608,9824829;-0,05714043602;
607,9849243;-0,01734389365;607,9849243;-0,0138267884;607,9849243;-0,01874008216;607,9849243;-0,02823104709;607,9849243;-0,0302327536;607,9849243;-0,03094406985;607,9849243;-0,02959862351;607,9849243;-0,03147970513;607,9849243;-0,05716290325;
606,9872437;-0,01744874381;606,9872437;-0,01367400587;606,9872437;-0,01833532564;606,9872437;-0,02854544669;606,9872437;-0,03044629097;606,9872437;-0,03137563542;606,9872437;-0,03008781001;606,9872437;-0,03190295026;606,9872437;-0,05718559399;
605,9892578;-0,0180940982;605,9892578;-0,01454849355;605,9892578;-0,01920831203;605,9892578;-0,02853584662;605,9892578;-0,03065074794;605,9892578;-0,03192618489;605,9892578;-0,03054570779;605,9892578;-0,03206469491;605,9892578;-0,05793058127;
604,9910278;-0,01774062961;604,9910278;-0,01439901907;604,9910278;-0,01897242665;604,9910278;-0,02900308371;604,9910278;-0,03102399781;604,9910278;-0,03176688775;604,9910278;-0,03030441143;604,9910278;-0,03204911575;604,9910278;-0,05766490847;
603,9924927;-0,01788225025;603,9924927;-0,0142631717;603,9924927;-0,01924026012;603,9924927;-0,02906550281;603,9924927;-0,03079468571;603,9924927;-0,0318755284;603,9924927;-0,03022879362;603,9924927;-0,03211383894;603,9924927;-0,05755600333;
602,9936523;-0,01845849492;602,9936523;-0,01478674356;602,9936523;-0,01982257143;602,9936523;-0,02985196188;602,9936523;-0,03147094324;602,9936523;-0,03246315569;602,9936523;-0,03105792962;602,9936523;-0,03267713636;602,9936523;-0,05791182071;
601,9945679;-0,01830450259;601,9945679;-0,01462593861;601,9945679;-0,01979729533;601,9945679;-0,02977486327;601,9945679;-0,03130675852;601,9945679;-0,03242794052;601,9945679;-0,030879125;601,9945679;-0,0329259485;601,9945679;-0,05836512521;
600,9953003;-0,01852353849;600,9953003;-0,01517332159;600,9953003;-0,02028983459;600,9953003;-0,0297149159;600,9953003;-0,0318229422;600,9953003;-0,03283624351;600,9953003;-0,03131537884;600,9953003;-0,03309988603;600,9953003;-0,05841681361;
599,9957275;-0,01872981712;599,9957275;-0,01536465809;599,9957275;-0,02008038945;599,9957275;-0,03022531793;599,9957275;-0,03232909739;599,9957275;-0,03309873492;599,9957275;-0,03173863888;599,9957275;-0,0334276557;599,9957275;-0,0585376285;
598,9958496;-0,0189508684;598,9958496;-0,01543366443;598,9958496;-0,02032886632;598,9958496;-0,03011486121;598,9958496;-0,03189760819;598,9958496;-0,03305224702;598,9958496;-0,03164820746;598,9958496;-0,03346749023;598,9958496;-0,05800841004;
597,9957275;-0,01828082651;597,9957275;-0,01556035597;597,9957275;-0,02011518925;597,9957275;-0,03005099855;597,9957275;-0,03160161152;597,9957275;-0,03285539523;597,9957275;-0,03138763085;597,9957275;-0,03328065574;597,9957275;-0,05828550458;
596,9953613;-0,01903184317;596,9953613;-0,01555301342;596,9953613;-0,02058391459;596,9953613;-0,03048490174;596,9953613;-0,03253737837;596,9953613;-0,03329053521;596,9953613;-0,0320966728;596,9953613;-0,03391413018;596,9953613;-0,0586931482;
595,994812;-0,01880389452;595,994812;-0,01547258534;595,994812;-0,02036127448;595,994812;-0,03060139157;595,994812;-0,03240511566;595,994812;-0,03355016559;595,994812;-0,0320652239;595,994812;-0,03375814855;595,994812;-0,05853414536;
594,9938354;-0,01903333142;594,9938354;-0,01576220617;594,9938354;-0,02063289285;594,9938354;-0,03048161976;594,9938354;-0,03255923092;594,9938354;-0,03368404135;594,9938354;-0,03220479935;594,9938354;-0,03400964662;594,9938354;-0,05895868689;
593,9926147;-0,01922104321;593,9926147;-0,01588795334;593,9926147;-0,02069183625;593,9926147;-0,03061552905;593,9926147;-0,03284085169;593,9926147;-0,03418181092;593,9926147;-0,03238099441;593,9926147;-0,03416324034;593,9926147;-0,05908541009;
592,991272;-0,01938713528;592,991272;-0,01623904333;592,991272;-0,02099723741;592,991272;-0,03119797446;592,991272;-0,03319721296;592,991272;-0,03422439843;592,991272;-0,03282961994;592,991272;-0,03473516926;592,991272;-0,0592369847;
591,989563;-0,01968979463;591,989563;-0,01624422893;591,989563;-0,0212621484;591,989563;-0,0308916606;591,989563;-0,03288054839;591,989563;-0,03411016613;591,989563;-0,03279793635;591,989563;-0,03456284106;591,989563;-0,0593400076;
590,9876099;-0,01907083951;590,9876099;-0,01606395841;590,9876099;-0,02109297365;590,9876099;-0,03111802973;590,9876099;-0,03299318254;590,9876099;-0,0342133902;590,9876099;-0,0327097401;590,9876099;-0,0346583575;590,9876099;-0,05890968814;
589,9854126;-0,01967128925;589,9854126;-0,0164223332;589,9854126;-0,02100207098;589,9854126;-0,03147619218;589,9854126;-0,03364374861;589,9854126;-0,03456422687;589,9854126;-0,03303775564;589,9854126;-0,03469535336;589,9854126;-0,05861223117;
588,9829712;-0,01974634267;588,9829712;-0,01656124555;588,9829712;-0,02161867544;588,9829712;-0,03168805689;588,9829712;-0,03369319066;588,9829712;-0,03455820307;588,9829712;-0,03324186057;588,9829712;-0,03501050919;588,9829712;-0,05891945213;
